"","chimp","ageDays","sex","wbc","rbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","globulin","triglycerides","ggtp","osmolal"
"109","Azalea",13.7890410958904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Azalea",14.3616438356164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Azalea",13.3616438356164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Barbara",24.1397260273973,NA,13100,5.05,42.1,14.1,83.4,27.9,33.5,0.03,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Barbara",25.2438356164384,NA,8400,5.18,42.5,14.3,82,27.6,33.6,0.057,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Barbara",26.1890410958904,NA,8600,4.78,41.1,13.6,86,28.5,33.1,0.029,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Barbara",38.1698630136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Barbara",29.3561643835616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,11,0.7,8,3.8,0.1,63,41,30,254,9.6,2,149,3.2,106,4.2,168,14,292
"118","Barbara",30.2383561643836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,13,0.9,7.1,3.2,0.1,53,35,19,258,8.5,2.3,145,3,114,3.9,115,15,285
"119","Barbara",31.1917808219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,13,0.7,6.5,3.1,1,44,40,22,264,8.5,2,144,2.8,103,3.4,83,16,281
"120","Barbara",28.2219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,11,1,7.6,3.5,0.1,56,36,30,293,9.2,1.6,142,3,102,4.1,122,15,279
"121","Barbara",37.6383561643836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Barbara",35.5260273972603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Barbi",21.9671232876712,0,15100,5.42,43.8,14.4,80.8,26.6,32.9,0.018,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Barbi",22.9808219178082,0,9300,5.29,43.4,14.7,82,27.8,33.9,0.055,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Barbi",25.0383561643836,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,42,2.7,7.4,3.2,0.2,74,16,22,279,11,1.9,136,3.3,93,4.2,128,11,279
"126","Barbi",20.9260273972603,0,9900,5.21,41.9,13.8,80.4,26.5,32.9,0.032,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Barbi",26.0082191780822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,13,1,8.4,3.9,0.2,90,29,51,20,10.2,1.4,148,3.1,107,4.5,124,25,291
"128","Barbi",26.7616438356164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,13,1.1,7.7,3.6,0.1,83,32,20,196,9.4,1.4,145,3,114,4.1,106,17,285
"129","Barbi",27.7972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,13,1,7.5,3.8,0.2,121,35,18,215,9.5,1.5,144,2.8,101,3.7,136,22,283
"130","Barbi",32.7972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Barbi",33.7945205479452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Barney",13.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,12,1.6,6,2.9,0.2,66,61,55,179,9,2.7,147,3.1,106,3.1,58,24,289
"134","Barney",9.53150684931507,0,9000,5.54,48,16.3,86.6,29.4,34,0.028,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Barney",11.4520547945205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,14,1.5,6.3,3.8,0.2,96,36,29,157,9.3,2.2,142,3.4,103,2.5,78,21,280
"136","Barney",12.4520547945205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,41,1.7,7.2,3.6,0.3,105,41,33,191,10.5,5.3,143,3.8,100,3.6,67,30,293
"137","Barney",7.58356164383562,0,12300,4.88,42.2,13.7,86.5,28.1,32.5,0.033,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Barney",14.4438356164384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,15,1.2,6.2,3.1,0.3,57,40,40,168,8.4,1.7,136,3.4,98,3.1,62,28,270
"139","Barney",9.4027397260274,0,10600,5.85,50.5,16.7,86.3,28.5,33.1,0.033,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Beleka",35.2904109589041,1,6300,5.51,44.7,14.6,81.1,26.5,32.7,0.054,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Beleka",36.3506849315068,1,6800,5.14,43.4,14.4,84.4,28,33.2,0.031,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Beleka",37.3287671232877,1,6100,5,41.7,13.7,83.4,27.4,32.9,0.033,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Beleka",39.3534246575342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,7,0.9,7.4,3.3,0.1,123,31,32,147,9.7,1.7,142,3.2,104,4.1,174,29,281
"144","Beleka",40.3123287671233,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,9,0.9,7.6,3.4,0.1,104,26,21,150,9.6,4.2,146,2.7,100,4.2,199,21,287
"145","Beleka",41.3315068493151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,12,0.9,8.4,3.7,0.2,136,39,40,178,9.4,2.9,140,2.6,102,4.7,342,27,277
"146","Beleka",42.9479452054794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,13,1.1,7.7,3.6,0.3,94,40,51,230,10.5,3.1,142,2.6,88,4.1,148,22,280
"147","Bjorn",9.48493150684932,0,11900,5.99,47.6,16.3,79.5,27.2,34.2,0.023,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Bjorn",10.4794520547945,0,10400,6.71,54.9,18.5,81.8,27.6,33.7,0.053,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Bjorn",12.8547945205479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,12,1.2,7.2,3.9,0.3,99,52,46,154,9.8,3,135,3.5,97,3.3,117,25,267
"150","Bjorn",14.027397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,12,1.2,7.2,3.6,0.2,96,61,40,176,9.3,3.2,145,3.5,103,3.6,93,21,286
"151","Bjorn",14.9479452054795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14,1.2,7.1,3.2,0.2,68,66,48,154,9.2,3.6,145,4,99,3.9,85,21,288
"152","Bjorn",8.31780821917808,0,18000,5.85,47.9,15.7,81.9,26.8,32.8,0.017,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Bjorn",15.5643835616438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,8,1.2,7.2,3.2,0.4,66,71,38,177,9.8,3,139,3.8,98,4,85,23,274
"154","Bo",40.9808219178082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Bo",42.0821917808219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Bo",39.5616438356164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Bo",29.2054794520548,1,8500,4.8,40.2,13.1,83.7,27.3,32.6,0.052,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Bo",30.5534246575342,1,10300,4.62,39.5,12.7,85.5,27.5,32.2,0.035,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Bo",35.2301369863014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,12,0.9,8.4,2.9,0.1,81,26,20,252,9.4,1.7,137,3.3,101,5.5,138,23,273
"162","Bo",34.1972602739726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,10,1,8.7,2.8,0.1,65,21,22,278,8.9,2.6,139,3.5,110,5.9,159,21,276
"163","Bo",32.2328767123288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,9,1,8.2,3,0.1,88,20,23,264,8.8,1.4,139,3.1,106,5.2,160,26,275
"164","Bo",28.2301369863014,1,9200,5.21,43.1,13.8,82.7,26.5,32,0.054,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Bo",33.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,10,0.9,8.9,2.9,0.2,75,23,21,227,9.2,2.5,141,3.7,101,6,110,23,279
"166","Boisfeullet",25.1424657534247,0,16400,5.72,47.4,15.1,82.9,26.4,31.9,0.048,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Boisfeullet",26.1068493150685,0,14500,5.61,45.8,14.9,81.6,26.6,32.5,0.042,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Boisfeullet",27.0794520547945,0,9600,5.85,49,15.9,83.8,27.2,32.4,0.046,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Boisfeullet",28.0958904109589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,9,1.4,7.2,3.4,0.3,105,47,35,173,9.2,1.6,138,3.1,100,3.8,106,24,272
"170","Boisfeullet",29.2082191780822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,10,1.3,7.6,3.7,0.3,142,47,27,154,9,2.3,139,3,105,3.9,101,23,273
"171","Boisfeullet",30.0931506849315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,8,1.5,7.5,3.6,0.3,143,43,27,153,7.7,1.6,144,2.9,104,3.9,87,19,283
"172","Boisfeullet",31.1424657534247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,9,1.4,7.5,3.5,0.3,103,43,22,174,9.2,1.3,143,2.9,109,4,88,20,280
"173","Boka",43.1534246575342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,11,1.2,7.4,3.6,0.3,84,26,29,226,9,2,140,2.7,99,3.8,78,17,276
"174","Boka",43.8657534246575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5,0.9,8,3.7,0.2,84,62,36,268,9.4,2.2,138,3.6,100,4.3,67,16,271
"175","Boka",40.8849315068493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,9,1,7.1,3.9,0.2,132,20,14,256,9.4,2.4,134,3.4,100,3.2,128,19,265
"176","Boka",41.9753424657534,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,11,1.4,7.3,3.3,0.2,86,30,22,196,9.6,1.6,142,3.2,99,4,76,21,281
"177","Boka",37.9561643835616,1,17400,4.94,42.9,14,86.8,28.3,32.6,0.023,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Boka",38.9342465753425,1,9100,4.86,42.4,14.3,87.2,29.47,33.7,0.022,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Boka",39.9671232876712,1,12500,4.95,43.4,13.9,87.7,28.1,32,0.027,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Borie",33.1342465753425,0,16900,5.16,42.6,13.5,82.6,26.2,31.7,0.043,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Borie",34.2739726027397,0,10700,4.79,39.7,13.3,82.9,27.8,33.5,0.036,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Borie",34.9808219178082,0,10000,4.95,41.8,13.7,84.4,27.7,32.8,0.05,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Borie",37.172602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,18,1.7,8,3.5,0.2,107,23,21,204,9.6,0.8,136,2.9,101,4.5,80,17,272
"184","Borie",45.627397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Borie",39.2547945205479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,22,1.3,8.4,3.7,0.3,96,21,20,202,9.5,1.8,141,2.8,101,4.7,133,21,281
"186","Borie",40.0657534246575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,23,1.8,8.4,3.6,0.2,115,21,28,183,10.1,1.1,142,2.5,97,4.8,160,19,284
"187","Borie",43.972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Borie",38.2958904109589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,23,1.5,8.3,3.3,0.2,89,21,24,206,10,2.3,142,2.8,99,5,98,17,284
"189","Borie",44.9698630136986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Brandy",13.4356164383562,0,8200,4.61,39.1,13.5,84.8,29.3,34.5,0.033,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Brandy",14.4164383561644,0,13200,4.5,38,13,84.4,28.9,34.2,0.011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Brandy",16.4082191780822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,8,1.1,7.1,3.9,0.1,114,25,46,215,9.3,1.7,143,3.8,104,3.2,88,16,281
"193","Brandy",12.4027397260274,0,10200,5.02,41.8,14.3,83.3,28.5,34.2,0.048,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Brandy",23.6191780821918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Brandy",17.441095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6,1.2,7.6,3.9,0.2,84,46,13,239,10.1,2.8,137,2.6,102,3.7,77,12,268
"196","Brandy",18.3917808219178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5,0.9,8,3.7,2,84,62,36,268,9.4,2.2,138,3.6,100,4.3,67,16,271
"199","Brandy",24.5780821917808,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Brandy",25.841095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Brandy",19.3479452054795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,9,0.9,7.8,3.7,0.2,107,19,13,214,9.3,2.9,137,3.1,101,4.1,131,14,269
"202","Brent",22.5150684931507,0,10100,4.48,39.5,13,88.2,29,32.9,0.036,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Brent",23.7287671232877,0,15500,4.56,40.8,13,89.5,28.5,31.9,0.081,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Brent",25.7013698630137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,13,1.2,7.9,3.9,0.3,162,26,29,247,10,5.5,141,6.4,97,4,103,35,282
"205","Brent",26.772602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,11,0.9,8,3.8,0.3,147,23,22,267,9.6,3.3,145,4,106,4.2,112,33,286
"206","Brent",27.813698630137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,13,1,7.8,3.9,0.2,120,35,20,246,9.1,3.1,144,3.9,102,3.9,95,42,285
"207","Brent",21.0465753424658,0,14000,4.49,41.5,13.4,92.4,29.8,32.3,0.034,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Brent",28.8630136986301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,13,0.9,8.1,3.9,0.3,139,29,22,217,9,5.6,142,3.7,100,4.2,69,48,280
"210","Brodie",14.7835616438356,1,11700,4.36,36.6,12.4,83.9,28.4,33.9,0.018,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Brodie",27.2027397260274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Brodie",27.7945205479452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Brodie",13.7534246575342,1,11400,4.05,35.2,11.3,86.9,27.9,32.1,0.019,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Brodie",20.0027397260274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,10,0.7,8.3,4,0.1,82,27,18,160,10.5,3.3,140,4.3,101,4.3,113,34,278
"215","Brodie",15.8027397260274,1,12300,4.87,41.5,13.3,85.2,27.3,32,0.064,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Brodie",17.4794520547945,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,7,0.9,8.4,4.1,0.1,65,20,18,134,9.4,3.2,138,3.9,102,4.3,164,23,273
"217","Brodie",18.9917808219178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,9,0.5,8,3.7,0.1,59,26,17,154,9.4,2.8,141,4,103,4.3,101,23,279
"218","Brodie",25.8876712328767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Brooks",4.4986301369863,0,12500,5.42,42,14.2,77.5,26.2,33.8,0.043,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Brooks",5.5041095890411,0,14200,4.92,39.1,13.7,79.5,27.8,35,0.028,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Brooks",6.57260273972603,0,7700,5.2,41.2,14.2,79.2,27.3,34.5,0.039,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Brooks",8.54520547945205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,14,1.2,7.2,4,0.2,513,36,30,147,10,3.3,142,4,99,3.2,51,29,283
"223","Brooks",9.6027397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,11,1.1,7.6,4.2,0.2,299,34,32,160,10.5,2.9,145,3.5,103,3.4,56,29,286
"224","Brooks",10.5424657534247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,13,1.2,7.5,4,0.2,196,35,39,141,9.4,2.3,143,3.7,109,3.5,53,28,284
"225","Brooks",11.5260273972603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,15,1.3,7.3,3.6,0.3,143,37,32,147,9.6,4.2,144,3.8,101,3.7,103,41,285
"226","Buffy",19.0986301369863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,11,1,7.2,3.2,0.1,64,29,26,227,9.6,2.8,138,3.5,98,4,115,37,272
"227","Buffy",20.1342465753425,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,9,1,7.1,3.3,0.1,54,29,17,235,9.5,2.4,140,3.1,101,3.8,105,28,275
"228","Buffy",17.0438356164384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,9,0.9,7.8,3.7,0.1,86,28,17,248,9.9,2.1,140,4,101,4.1,112,31,276
"229","Buffy",18.1260273972603,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11,0.8,7.6,3.4,0.2,67,31,16,241,10.2,3,143,3.6,103,4.2,109,24,282
"230","Buffy",12.9397260273973,1,15900,5.45,40.5,13.2,74.3,24.2,32.6,0.016,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Buffy",13.9369863013699,1,10900,5.5,42,13.8,76.4,25.1,32.9,0.025,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Buffy",15.013698630137,1,17900,5.34,41.8,13.7,78.3,25.7,32.8,0.003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Callie",6.5041095890411,0,10700,4.66,37,12.5,79.4,26.8,33.8,0.049,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Callie",20.4054794520548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Callie",7.46027397260274,0,15500,4.69,37.2,12.8,79.3,27.3,34.4,0.008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Callie",8.5013698630137,0,9400,4.9,39.1,13.2,79.8,26.9,33.8,0.055,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Callie",19.8986301369863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Callie",11.6657534246575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,9,0.7,7.5,3.7,0.3,200,30,29,159,10,2.7,137,3.6,101,3.8,34,27,272
"239","Callie",12.3342465753425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,9,0.5,7.5,3.9,0.2,165,27,14,155,9.3,4.1,136,4.1,102,3.6,42,21,270
"240","Callie",13.5972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,10,0.9,7.1,3.7,0.2,149,30,41,159,10.1,2.2,143,4.1,105,3.4,40,31,283
"241","Callie",10.5342465753425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,10,0.8,7.2,4,0.3,334,21,16,141,9.5,3,139,3.6,103,3.2,83,30,276
"242","Callie",19.8876712328767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Callie",19.4109589041096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Carl",11.9260273972603,0,8300,5.93,49,16.5,82.6,27.8,33.7,0.05,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Carl",12.9479452054795,0,10700,5.99,50,17,83.5,28.4,34,0.024,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Carl",14.9369863013699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,10,1.5,7,3.8,0.3,136,50,46,137,10.1,1.4,140,3.4,99,3.2,124,20,277
"247","Carl",10.9506849315068,0,11700,6.37,52.7,17.6,82.7,27.6,33.4,0.025,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Carl",15.9123287671233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,9,1.1,7.6,3.7,0.4,131,48,49,145,9.5,1.5,147,4,105,3.9,134,17,289
